"variable","Estimate","Std..Error","z.value","Pr...z.."
"(Intercept)",365.851197575452,42.4277805940268,8.62291622265432,6.52702079864425e-18
"PAR_ASE1",-117.758359578996,17.1164597875681,-6.8798315212662,5.99233882507918e-12
"PAR_ASE2",182.220917349707,23.8647097072438,7.63558072086653,2.24804804313359e-14
"PAR_ASE3",-72.2964771588185,25.5417626422443,-2.83052028050896,0.00464723648568906
"PAR_ASE4",73.2492697377424,19.551783281742,3.7464239799622,0.000179373327878612
"PAR_ASE12",55.8263525784093,9.19426056111226,6.07186975041045,1.26429461936173e-09
"PAR_ASE16",-28.4541154963292,11.1397572340173,-2.5542850619257,0.0106406102407789
"PAR_ASE18",12.8866061802969,16.705096117033,0.771417661413953,0.440459409906095
"PAR_ASE19",77.7344174355097,13.1490179219063,5.91180405237748,3.38380938154097e-09
"PAR_ASE20",-29.8590396931216,12.5844175618912,-2.37269937573769,0.0176586298895841
"PAR_ASE22",36.6262508646663,14.0362038480597,2.60941286270428,0.00906977417791927
"PAR_ASE24",89.9202490870622,16.3267891386375,5.50752804629938,3.63907448003859e-08
"PAR_ASE28",-86.6777436904212,19.2029334935219,-4.51377617485692,6.36834265304769e-06
"PAR_ASE30",142.528692222995,21.0604266465022,6.76760706776406,1.30929755599317e-11
"PAR_ASE31",-38.2493633306647,14.7987011616052,-2.58464326787688,0.00974797963100654
"PAR_ASE33",6390.86369517381,520.80198166471,12.2711969619352,1.29327204936411e-34
"PAR_ASE34",-6369.49812702059,523.301614619829,-12.1717532472128,4.39538765509848e-34
"PAR_ASEV3",-895.31167175005,415.626198891934,-2.15412713187226,0.0312302033325089
"PAR_ASEV19",-362.446863439205,492.743209352967,-0.73556947424023,0.461992745401098
"PAR_ASEV20",-326.561022498307,480.292822614754,-0.679920679889575,0.496554686630404
"PAR_ASEV24",2265.85006717859,748.096156553756,3.02882196002269,0.00245509321277059
"PAR_ASEV25",4040.82276128626,879.959155828885,4.59205718188133,4.38898066367055e-06
"PAR_ASEV26",3207.56509934334,796.823687335049,4.02543894003821,5.6869135989973e-05
"PAR_ASEV28",3913.40954063724,961.110843836655,4.07175672372534,4.66598981854139e-05
"PAR_ASC",-2.42601803754339,0.41202238252178,-5.88807341653376,3.90723554508752e-09
"PAR_ASC_V",-0.521333538600863,0.17280296656393,-3.01692470312996,0.00255353232336962
"PAR_ASS",0.0100842439058264,0.898684046733875,0.0112211226431313,0.991047027372057
"PAR_ASS_V",9.42891111975169,1.95916925263543,4.81270880862801,1.48898166447759e-06
"PAR_SFM3",-35.4814632603101,6.07986334039516,-5.83589815655363,5.35015699538374e-09
"PAR_SFM6",-32.7562634516979,10.6088485981914,-3.08763605668595,0.00201755391555023
"PAR_SFM10",77.5893703845002,14.9574347110069,5.18734474751902,2.13313625329517e-07
"PAR_SFM11",9.01754417764831,18.5365373864572,0.48647403717571,0.626631108813777
"PAR_SFM14",-87.3487321589717,13.6243491372374,-6.41122238421169,1.44357439339486e-10
"PAR_SFM16",208.466346755863,19.6397032801116,10.6145364714837,2.55057189368211e-26
"PAR_SFM19",-46.844864171283,18.9116357727028,-2.47703925426162,0.0132477330874638
"PAR_SFM20",-70.8843507024267,22.2941038131207,-3.17951110735877,0.00147523715456296
"PAR_SFM22",86.5383673430664,9.42356098473282,9.18319173434201,4.18499276091431e-20
"PAR_SFM24",-3747.06146938853,514.009338376674,-7.2898704160169,3.10253289295816e-13
"PAR_SFMV3",269.789083280954,226.996699538269,1.18851544462862,0.2346303986634
"PAR_SFMV13",1269.51181200613,333.580637046934,3.80571193593445,0.000141396876421591
"PAR_SFMV16",-4098.74290380105,1009.65825243384,-4.05953489105922,4.91705604705497e-05
"PAR_SFMV19",-1930.82633072659,574.434270159625,-3.36126591157252,0.000775860915313852
"PAR_SFMV24",-137661.185542625,49704.890137269,-2.76957026084253,0.00561302965239902
"PAR_MFCC3",-3.67731999111304,0.731310976179357,-5.02839436422073,4.94603860473599e-07
"PAR_MFCC6",-2.14511271252502,0.634237679185202,-3.38219059340786,0.000719102338415345
"PAR_MFCC8",5.6873455767926,0.732796082258046,7.76115718204654,8.41579360449776e-15
"PAR_MFCC9",-3.05489317550832,0.850514605882626,-3.59181741780682,0.000328379891551766
"PAR_MFCC10",3.89755512022929,0.8975051805192,4.34265473317333,1.40771273228704e-05
"PAR_MFCC11",-4.40450182773596,0.932285067578763,-4.72441528981569,2.30778385861954e-06
"PAR_MFCC12",6.94460396306109,1.1022264174346,6.30052396967987,2.96641131270096e-10
"PAR_MFCC16",1.29204379685085,1.26270471042242,1.02323511283855,0.306196694836813
"PAR_MFCC17",3.01166488039012,1.64310550284102,1.83291022711736,0.0668159225935187
"PAR_MFCC19",-5.39045236625004,1.68588949271125,-3.19739365453967,0.00138675534560918
"PAR_THR_2RMS_TOT",-100.551926332191,23.6971861945645,-4.2432010917505,2.20353813108029e-05
"PAR_THR_3RMS_TOT",-188.991822193062,41.0702863426718,-4.60166799462268,4.19120909999869e-06
"PAR_THR_1RMS_10FR_MEAN",58.3240278634528,10.5782302874186,5.5135902961785,3.51586522535353e-08
"PAR_THR_3RMS_10FR_MEAN",397.464243105367,74.9208348903658,5.30512298330619,1.12597057275139e-07
"PAR_PEAK_RMS10FR_MEAN",-0.0607105917527282,0.0150728244489099,-4.02781787570801,5.62969249837507e-05
"PAR_PEAK_RMS10FR_VAR",0.000109414766600595,4.0724710749577e-05,2.68669229533401,0.00721633969865673
